,T,i
5087,2.544,-0.00144197
5088,2.5445,-0.00143831
5089,2.545,-0.00144228
5090,2.5455,-0.00143953
5091,2.546,-0.00144075
5092,2.5465,-0.00144106
5093,2.547,-0.00144136
5094,2.5475,-0.00144228
5095,2.548,-0.00143984
5096,2.5485,-0.00143831
5097,2.549,-0.00143892
5098,2.5495,-0.00143862
5099,2.55,-0.00143831
5100,2.5505,-0.00144075
5101,2.551,-0.00143923
5102,2.5515,-0.00143923
5103,2.552,-0.00143678
5104,2.5525,-0.00143923
5105,2.553,-0.00143831
5106,2.5535,-0.00143831
5107,2.554,-0.00143953
5108,2.5545,-0.00143953
5109,2.555,-0.00143892
5110,2.5555,-0.00143709
5111,2.556,-0.00143801
5112,2.5565,-0.00143831
5113,2.557,-0.0014377
5114,2.5575,-0.00143801
5115,2.558,-0.00143648
5116,2.5585,-0.00143801
5117,2.559,-0.00143892
5118,2.5595,-0.00143709
5119,2.56,-0.00143678
5120,2.5605,-0.00143801
5121,2.561,-0.00143587
5122,2.5615,-0.00143709
5123,2.562,-0.00143923
5124,2.5625,-0.00143587
5125,2.563,-0.00143617
5126,2.5635,-0.00143709
5127,2.564,-0.00143617
5128,2.5645,-0.00143495
5129,2.565,-0.00143709
5130,2.5655,-0.00143709
5131,2.566,-0.00143587
5132,2.5665,-0.00143678
5133,2.567,-0.00143617
5134,2.5675,-0.00143587
5135,2.568,-0.00143434
5136,2.5685,-0.00143495
5137,2.569,-0.00143373
5138,2.5695,-0.00143587
5139,2.57,-0.00143495
5140,2.5705,-0.00143343
5141,2.571,-0.00143434
5142,2.5715,-0.00143495
5143,2.572,-0.00143434
5144,2.5725,-0.00143251
5145,2.573,-0.00143312
5146,2.5735,-0.00143373
5147,2.574,-0.0014319
5148,2.5745,-0.00143404
5149,2.575,-0.00143434
5150,2.5755,-0.0014316
5151,2.576,-0.00143373
5152,2.5765,-0.00143343
5153,2.577,-0.00143495
5154,2.5775,-0.00143251
5155,2.578,-0.00143312
5156,2.5785,-0.00143434
5157,2.579,-0.00143251
5158,2.5795,-0.00143129
5159,2.58,-0.00143221
5160,2.5805,-0.00143099
5161,2.581,-0.00143251
5162,2.5815,-0.0014316
5163,2.582,-0.00143068
5164,2.5825,-0.00143251
5165,2.583,-0.00142977
5166,2.5835,-0.00142885
5167,2.584,-0.00142885
5168,2.5845,-0.00142977
5169,2.585,-0.0014319
5170,2.5855,-0.0014319
5171,2.586,-0.00143251
5172,2.5865,-0.00143129
5173,2.587,-0.00143007
5174,2.5875,-0.00142854
5175,2.588,-0.00142977
5176,2.5885,-0.00142915
5177,2.589,-0.00142763
5178,2.5895,-0.00142915
5179,2.59,-0.00143068
5180,2.5905,-0.00143007
5181,2.591,-0.00142702
5182,2.5915,-0.00142763
5183,2.592,-0.00142946
5184,2.5925,-0.00143068
5185,2.593,-0.00143007
5186,2.5935,-0.00142854
5187,2.594,-0.00142763
5188,2.5945,-0.0014258
5189,2.595,-0.00142702
5190,2.5955,-0.00142793
5191,2.596,-0.00142793
5192,2.5965,-0.00142763
5193,2.597,-0.00142641
5194,2.5975,-0.00142854
5195,2.598,-0.00142641
5196,2.5985,-0.00142763
5197,2.599,-0.00142427
5198,2.5995,-0.00142824
5199,2.6,-0.0014258
5200,2.6005,-0.00142488
5201,2.601,-0.00142458
5202,2.6015,-0.00142488
5203,2.602,-0.0014258
5204,2.6025,-0.00142732
5205,2.603,-0.0014261
5206,2.6035,-0.00142641
5207,2.604,-0.00142824
5208,2.6045,-0.0014261
5209,2.605,-0.00142458
5210,2.6055,-0.00142488
5211,2.606,-0.00142488
5212,2.6065,-0.00142549
5213,2.607,-0.0014261
5214,2.6075,-0.00142427
5215,2.608,-0.0014258
5216,2.6085,-0.00142336
5217,2.609,-0.00142427
5218,2.6095,-0.0014261
5219,2.61,-0.00142427
5220,2.6105,-0.00142244
5221,2.611,-0.00142336
5222,2.6115,-0.00142275
5223,2.612,-0.00142305
5224,2.6125,-0.00142397
5225,2.613,-0.00142305
5226,2.6135,-0.00142305
5227,2.614,-0.00142214
5228,2.6145,-0.00142366
5229,2.615,-0.00142244
5230,2.6155,-0.00142305
5231,2.616,-0.00142214
5232,2.6165,-0.00142214
5233,2.617,-0.00142244
5234,2.6175,-0.00142336
5235,2.618,-0.00142
5236,2.6185,-0.00142214
5237,2.619,-0.00142244
5238,2.6195,-0.00142275
5239,2.62,-0.00142
5240,2.6205,-0.00142122
5241,2.621,-0.00142122
5242,2.6215,-0.00142153
5243,2.622,-0.00141908
5244,2.6225,-0.00142092
5245,2.623,-0.00141939
5246,2.6235,-0.00142153
5247,2.624,-0.00142092
5248,2.6245,-0.00141847
5249,2.625,-0.00141969
5250,2.6255,-0.00142244
5251,2.626,-0.00142244
5252,2.6265,-0.0014203
5253,2.627,-0.00141939
5254,2.6275,-0.00141939
5255,2.628,-0.00141908
5256,2.6285,-0.00141756
5257,2.629,-0.00142
5258,2.6295,-0.00141847
5259,2.63,-0.00141786
5260,2.6305,-0.00141786
5261,2.631,-0.0014203
5262,2.6315,-0.00141756
5263,2.632,-0.00141847
5264,2.6325,-0.00141725
5265,2.633,-0.00141573
5266,2.6335,-0.00141756
5267,2.634,-0.00141756
5268,2.6345,-0.00141969
5269,2.635,-0.00141756
5270,2.6355,-0.00141664
5271,2.636,-0.00141725
5272,2.6365,-0.00141664
5273,2.637,-0.00141725
5274,2.6375,-0.00141725
5275,2.638,-0.00141847
5276,2.6385,-0.00141664
5277,2.639,-0.00141359
5278,2.6395,-0.00141634
5279,2.64,-0.00141756
5280,2.6405,-0.00141542
5281,2.641,-0.00141603
5282,2.6415,-0.00141725
5283,2.642,-0.00141512
5284,2.6425,-0.0014139
5285,2.643,-0.00141329
5286,2.6435,-0.00141542
5287,2.644,-0.00141206
5288,2.6445,-0.00141695
5289,2.645,-0.00141603
5290,2.6455,-0.00141634
5291,2.646,-0.00141481
5292,2.6465,-0.00141268
5293,2.647,-0.00141542
5294,2.6475,-0.00141329
5295,2.648,-0.00141542
5296,2.6485,-0.00141359
5297,2.649,-0.00141512
5298,2.6495,-0.00141298
5299,2.65,-0.00141451
5300,2.6505,-0.00141481
5301,2.651,-0.00141206
5302,2.6515,-0.0014142
5303,2.652,-0.00141573
5304,2.6525,-0.00141237
5305,2.653,-0.00141268
5306,2.6535,-0.0014139
5307,2.654,-0.0014139
5308,2.6545,-0.00141054
5309,2.655,-0.00141329
5310,2.6555,-0.00141237
5311,2.656,-0.00141176
5312,2.6565,-0.00141268
5313,2.657,-0.00141176
5314,2.6575,-0.00141145
5315,2.658,-0.00141176
5316,2.6585,-0.00141206
5317,2.659,-0.00141054
5318,2.6595,-0.00141237
5319,2.66,-0.00141237
5320,2.6605,-0.00140871
5321,2.661,-0.00141054
5322,2.6615,-0.00141023
5323,2.662,-0.00140871
5324,2.6625,-0.00140993
5325,2.663,-0.00140962
5326,2.6635,-0.00141023
5327,2.664,-0.00141023
5328,2.6645,-0.0014081
5329,2.665,-0.00141298
5330,2.6655,-0.00141023
5331,2.666,-0.00141023
5332,2.6665,-0.00140932
5333,2.667,-0.00140688
5334,2.6675,-0.00140779
5335,2.668,-0.00140932
5336,2.6685,-0.0014084
5337,2.669,-0.00141054
5338,2.6695,-0.00140749
5339,2.67,-0.00140932
5340,2.6705,-0.00140871
5341,2.671,-0.00140779
5342,2.6715,-0.0014081
5343,2.672,-0.00140688
5344,2.6725,-0.0014081
5345,2.673,-0.00140749
5346,2.6735,-0.00140718
5347,2.674,-0.00140627
5348,2.6745,-0.00140779
5349,2.675,-0.0014081
5350,2.6755,-0.00140566
5351,2.676,-0.00140657
5352,2.6765,-0.00140657
5353,2.677,-0.00140688
5354,2.6775,-0.00140535
5355,2.678,-0.00140688
5356,2.6785,-0.00140749
5357,2.679,-0.00140688
5358,2.6795,-0.0014081
5359,2.68,-0.00140627
5360,2.6805,-0.00140474
5361,2.681,-0.00140474
5362,2.6815,-0.00140688
5363,2.682,-0.00140535
5364,2.6825,-0.00140535
5365,2.683,-0.00140535
5366,2.6835,-0.00140444
5367,2.684,-0.00140535
5368,2.6845,-0.00140566
5369,2.685,-0.00140352
5370,2.6855,-0.00140505
5371,2.686,-0.00140352
5372,2.6865,-0.00140535
5373,2.687,-0.00140413
5374,2.6875,-0.00140199
5375,2.688,-0.0014026
5376,2.6885,-0.00140444
5377,2.689,-0.00140566
5378,2.6895,-0.00140566
5379,2.69,-0.00140505
5380,2.6905,-0.00140291
5381,2.691,-0.00140444
5382,2.6915,-0.00140352
5383,2.692,-0.00140199
5384,2.6925,-0.00140199
5385,2.693,-0.00140199
5386,2.6935,-0.0014023
5387,2.694,-0.00140291
5388,2.6945,-0.00140413
5389,2.695,-0.0014026
5390,2.6955,-0.00140383
5391,2.696,-0.00140291
5392,2.6965,-0.00140199
5393,2.697,-0.00140199
5394,2.6975,-0.00140077
5395,2.698,-0.00140169
5396,2.6985,-0.00140169
5397,2.699,-0.00140321
5398,2.6995,-0.00140169
5399,2.7,-0.00140138
5400,2.7005,-0.00140047
5401,2.701,-0.0014023
5402,2.7015,-0.0014026
5403,2.702,-0.00139803
5404,2.7025,-0.00140016
5405,2.703,-0.00140047
5406,2.7035,-0.00140199
5407,2.704,-0.00139925
5408,2.7045,-0.00139955
5409,2.705,-0.00139955
5410,2.7055,-0.00139955
5411,2.706,-0.00139833
5412,2.7065,-0.00140047
5413,2.707,-0.00139986
5414,2.7075,-0.00139986
5415,2.708,-0.00140047
5416,2.7085,-0.00139803
5417,2.709,-0.00139955
5418,2.7095,-0.00139772
5419,2.71,-0.00139955
5420,2.7105,-0.00139955
5421,2.711,-0.00139894
5422,2.7115,-0.00139742
5423,2.712,-0.00139894
5424,2.7125,-0.00139803
5425,2.713,-0.00139833
5426,2.7135,-0.00139833
5427,2.714,-0.00139803
5428,2.7145,-0.00139772
5429,2.715,-0.00139803
5430,2.7155,-0.00139681
5431,2.716,-0.00139894
5432,2.7165,-0.00139803
5433,2.717,-0.00139772
5434,2.7175,-0.00139711
5435,2.718,-0.00139711
5436,2.7185,-0.00139803
5437,2.719,-0.00139803
5438,2.7195,-0.00139681
5439,2.72,-0.0013965
5440,2.7205,-0.00139803
5441,2.721,-0.00139467
5442,2.7215,-0.0013962
5443,2.722,-0.00139406
5444,2.7225,-0.00139467
5445,2.723,-0.00139711
5446,2.7235,-0.00139314
5447,2.724,-0.00139589
5448,2.7245,-0.00139406
5449,2.725,-0.00139497
5450,2.7255,-0.00139345
5451,2.726,-0.00139345
5452,2.7265,-0.00139772
5453,2.727,-0.00139406
5454,2.7275,-0.00139406
5455,2.728,-0.00139559
5456,2.7285,-0.00139345
5457,2.729,-0.00139192
5458,2.7295,-0.00139314
5459,2.73,-0.00139528
5460,2.7305,-0.00139314
5461,2.731,-0.00139345
5462,2.7315,-0.00139284
5463,2.732,-0.00139314
5464,2.7325,-0.00139406
5465,2.733,-0.00139223
5466,2.7335,-0.00139436
5467,2.734,-0.00139223
5468,2.7345,-0.00139192
5469,2.735,-0.0013907
5470,2.7355,-0.00139284
5471,2.736,-0.00139284
5472,2.7365,-0.00139162
5473,2.737,-0.00139345
5474,2.7375,-0.00139192
5475,2.738,-0.00139223
5476,2.7385,-0.0013907
5477,2.739,-0.00139223
5478,2.7395,-0.00139223
5479,2.74,-0.00139162
5480,2.7405,-0.00139345
5481,2.741,-0.00138979
5482,2.7415,-0.00139223
5483,2.742,-0.00138979
5484,2.7425,-0.00139192
5485,2.743,-0.00138979
5486,2.7435,-0.00139284
5487,2.744,-0.00138948
5488,2.7445,-0.0013907
5489,2.745,-0.00138979
5490,2.7455,-0.00138826
5491,2.746,-0.00138979
5492,2.7465,-0.00138887
5493,2.747,-0.00138948
5494,2.7475,-0.00138826
5495,2.748,-0.0013907
5496,2.7485,-0.00138979
5497,2.749,-0.00138918
5498,2.7495,-0.00138735
5499,2.75,-0.00139009
5500,2.7505,-0.00138826
5501,2.751,-0.00138765
5502,2.7515,-0.00138796
5503,2.752,-0.00138826
5504,2.7525,-0.00138704
5505,2.753,-0.00138826
5506,2.7535,-0.00138826
5507,2.754,-0.00138826
5508,2.7545,-0.00138735
5509,2.755,-0.00138673
5510,2.7555,-0.00138857
5511,2.756,-0.00138796
5512,2.7565,-0.00138826
5513,2.757,-0.00138765
5514,2.7575,-0.0013849
5515,2.758,-0.00138826
5516,2.7585,-0.00138735
5517,2.759,-0.00138612
5518,2.7595,-0.00138796
5519,2.76,-0.00138582
5520,2.7605,-0.00138673
5521,2.761,-0.00138582
5522,2.7615,-0.00138551
5523,2.762,-0.00138673
5524,2.7625,-0.00138521
5525,2.763,-0.00138521
5526,2.7635,-0.00138521
5527,2.764,-0.0013849
5528,2.7645,-0.0013846
5529,2.765,-0.00138673
5530,2.7655,-0.00138582
5531,2.766,-0.00138307
5532,2.7665,-0.00138521
5533,2.767,-0.00138368
5534,2.7675,-0.00138429
5535,2.768,-0.00138246
5536,2.7685,-0.00138307
5537,2.769,-0.00138368
5538,2.7695,-0.00138307
5539,2.77,-0.0013846
5540,2.7705,-0.00138307
5541,2.771,-0.00138124
5542,2.7715,-0.0013849
5543,2.772,-0.00138246
5544,2.7725,-0.00138399
5545,2.773,-0.00138368
5546,2.7735,-0.00138368
5547,2.774,-0.00138399
5548,2.7745,-0.00138307
5549,2.775,-0.00138673
5550,2.7755,-0.00138338
5551,2.776,-0.00138124
5552,2.7765,-0.00138216
5553,2.777,-0.00138246
5554,2.7775,-0.00138429
5555,2.778,-0.00138185
5556,2.7785,-0.00138216
5557,2.779,-0.00138124
5558,2.7795,-0.00138185
5559,2.78,-0.00138338
5560,2.7805,-0.00138246
5561,2.781,-0.00138338
5562,2.7815,-0.00138094
5563,2.782,-0.00138246
5564,2.7825,-0.00138063
5565,2.783,-0.00138094
5566,2.7835,-0.00137941
5567,2.784,-0.00138002
5568,2.7845,-0.00138002
5569,2.785,-0.00138094
5570,2.7855,-0.00138185
5571,2.786,-0.00138002
5572,2.7865,-0.00138033
5573,2.787,-0.00138063
5574,2.7875,-0.00138002
5575,2.788,-0.00137911
5576,2.7885,-0.00137972
5577,2.789,-0.00137941
5578,2.7895,-0.00137819
5579,2.79,-0.00137819
5580,2.7905,-0.00137788
5581,2.791,-0.0013785
5582,2.7915,-0.00137819
5583,2.792,-0.00137788
5584,2.7925,-0.00137758
5585,2.793,-0.00137819
5586,2.7935,-0.00137758
5587,2.794,-0.00137758
5588,2.7945,-0.0013788
5589,2.795,-0.00137941
5590,2.7955,-0.0013785
5591,2.796,-0.00137605
5592,2.7965,-0.00137636
5593,2.797,-0.00137819
5594,2.7975,-0.00137697
5595,2.798,-0.00137666
5596,2.7985,-0.00137697
5597,2.799,-0.00137727
5598,2.7995,-0.00137697
5599,2.8,-0.00137605
5600,2.8005,-0.00137636
5601,2.801,-0.00137514
5602,2.8015,-0.00137758
5603,2.802,-0.00137483
5604,2.8025,-0.00137575
5605,2.803,-0.00137697
5606,2.8035,-0.00137636
5607,2.804,-0.00137483
5608,2.8045,-0.00137575
5609,2.805,-0.00137697
5610,2.8055,-0.00137636
5611,2.806,-0.00137666
5612,2.8065,-0.00137422
5613,2.807,-0.00137483
5614,2.8075,-0.00137697
5615,2.808,-0.00137514
5616,2.8085,-0.00137514
5617,2.809,-0.00137514
5618,2.8095,-0.00137392
5619,2.81,-0.00137178
5620,2.8105,-0.00137392
5621,2.811,-0.00137361
5622,2.8115,-0.00137514
5623,2.812,-0.00137239
5624,2.8125,-0.00137331
5625,2.813,-0.00137331
5626,2.8135,-0.001373
5627,2.814,-0.00137483
5628,2.8145,-0.00137361
5629,2.815,-0.00137209
5630,2.8155,-0.00137209
5631,2.816,-0.0013727
5632,2.8165,-0.00137544
5633,2.817,-0.00137361
5634,2.8175,-0.00137514
5635,2.818,-0.00137361
5636,2.8185,-0.00137239
5637,2.819,-0.00137209
5638,2.8195,-0.0013727
5639,2.82,-0.0013727
5640,2.8205,-0.00137148
5641,2.821,-0.00137087
5642,2.8215,-0.00137148
5643,2.822,-0.00137209
5644,2.8225,-0.00137056
5645,2.823,-0.00137209
5646,2.8235,-0.00137148
5647,2.824,-0.00137148
5648,2.8245,-0.00137117
5649,2.825,-0.00137087
5650,2.8255,-0.00137026
5651,2.826,-0.00137117
5652,2.8265,-0.0013727
5653,2.827,-0.00137026
5654,2.8275,-0.00136903
5655,2.828,-0.00136995
5656,2.8285,-0.00136903
5657,2.829,-0.00137026
5658,2.8295,-0.00137148
5659,2.83,-0.00136964
5660,2.8305,-0.00136873
5661,2.831,-0.00137026
5662,2.8315,-0.00136964
5663,2.832,-0.00136903
5664,2.8325,-0.00136873
5665,2.833,-0.00136781
5666,2.8335,-0.00136842
5667,2.834,-0.00136842
5668,2.8345,-0.00136781
5669,2.835,-0.00136903
5670,2.8355,-0.00136964
5671,2.836,-0.00136903
5672,2.8365,-0.00136781
5673,2.837,-0.00136781
5674,2.8375,-0.00136842
5675,2.838,-0.0013672
5676,2.8385,-0.00136903
5677,2.839,-0.00136873
5678,2.8395,-0.00136934
5679,2.84,-0.00136507
5680,2.8405,-0.00136781
5681,2.841,-0.00136629
5682,2.8415,-0.00136568
5683,2.842,-0.00136629
5684,2.8425,-0.00136873
5685,2.843,-0.00136781
5686,2.8435,-0.00136659
5687,2.844,-0.00136751
5688,2.8445,-0.00136537
5689,2.845,-0.00136629
5690,2.8455,-0.00136507
5691,2.846,-0.00136598
5692,2.8465,-0.00136568
5693,2.847,-0.00136537
5694,2.8475,-0.00136629
5695,2.848,-0.00136629
5696,2.8485,-0.00136629
5697,2.849,-0.00136629
5698,2.8495,-0.00136537
5699,2.85,-0.00136537
5700,2.8505,-0.00136873
5701,2.851,-0.00136537
5702,2.8515,-0.00136507
5703,2.852,-0.00136476
5704,2.8525,-0.00136354
5705,2.853,-0.00136354
5706,2.8535,-0.00136415
5707,2.854,-0.00136476
5708,2.8545,-0.00136537
5709,2.855,-0.00136354
5710,2.8555,-0.00136354
5711,2.856,-0.00136293
5712,2.8565,-0.00136537
5713,2.857,-0.00136293
5714,2.8575,-0.00136293
5715,2.858,-0.00136446
5716,2.8585,-0.00136293
5717,2.859,-0.00136568
5718,2.8595,-0.00136354
5719,2.86,-0.00136385
5720,2.8605,-0.00136293
5721,2.861,-0.00136293
5722,2.8615,-0.00136263
5723,2.862,-0.00136232
5724,2.8625,-0.00136354
5725,2.863,-0.00136171
5726,2.8635,-0.0013611
5727,2.864,-0.00136263
5728,2.8645,-0.0013614
5729,2.865,-0.00136202
5730,2.8655,-0.00136171
5731,2.866,-0.00135988
5732,2.8665,-0.00136293
5733,2.867,-0.0013611
5734,2.8675,-0.0013611
5735,2.868,-0.00136049
5736,2.8685,-0.0013614
5737,2.869,-0.00135927
5738,2.8695,-0.00136263
5739,2.87,-0.00136049
5740,2.8705,-0.00135896
5741,2.871,-0.00136049
5742,2.8715,-0.00136018
5743,2.872,-0.00136171
5744,2.8725,-0.00136049
5745,2.873,-0.00135988
5746,2.8735,-0.00135805
5747,2.874,-0.00136079
5748,2.8745,-0.00135896
5749,2.875,-0.00135896
5750,2.8755,-0.00135866
5751,2.876,-0.00135805
5752,2.8765,-0.00136049
5753,2.877,-0.00136018
5754,2.8775,-0.00135927
5755,2.878,-0.00135683
5756,2.8785,-0.00135896
5757,2.879,-0.00135805
5758,2.8795,-0.00135805
5759,2.88,-0.00135805
5760,2.8805,-0.00135988
5761,2.881,-0.00135957
5762,2.8815,-0.00135683
5763,2.882,-0.00135774
5764,2.8825,-0.00135896
5765,2.883,-0.00135683
5766,2.8835,-0.00135774
5767,2.884,-0.00135805
5768,2.8845,-0.00135622
5769,2.885,-0.00135744
5770,2.8855,-0.00135774
5771,2.886,-0.00135622
5772,2.8865,-0.00135622
5773,2.887,-0.00135683
5774,2.8875,-0.00135469
5775,2.888,-0.00135774
5776,2.8885,-0.00135774
5777,2.889,-0.00135866
5778,2.8895,-0.00135805
5779,2.89,-0.00135591
5780,2.8905,-0.00135439
5781,2.891,-0.00135378
5782,2.8915,-0.00135561
5783,2.892,-0.001355
5784,2.8925,-0.0013553
5785,2.893,-0.001355
5786,2.8935,-0.00135561
5787,2.894,-0.0013553
5788,2.8945,-0.00135622
5789,2.895,-0.00135896
5790,2.8955,-0.00135439
5791,2.896,-0.00135622
5792,2.8965,-0.00135561
5793,2.897,-0.00135561
5794,2.8975,-0.00135408
5795,2.898,-0.00135164
5796,2.8985,-0.00135561
5797,2.899,-0.00135408
5798,2.8995,-0.00135317
5799,2.9,-0.00135378
5800,2.9005,-0.00135225
5801,2.901,-0.00135286
5802,2.9015,-0.00135439
5803,2.902,-0.00135286
5804,2.9025,-0.00135286
5805,2.903,-0.00135439
5806,2.9035,-0.00135042
5807,2.904,-0.00135317
5808,2.9045,-0.00135317
5809,2.905,-0.00135225
5810,2.9055,-0.00135133
5811,2.906,-0.00135164
5812,2.9065,-0.00134981
5813,2.907,-0.00135317
5814,2.9075,-0.00135133
5815,2.908,-0.00135286
5816,2.9085,-0.00135255
5817,2.909,-0.00135133
5818,2.9095,-0.00135164
5819,2.91,-0.00135378
5820,2.9105,-0.00135042
5821,2.911,-0.00135072
5822,2.9115,-0.00135286
5823,2.912,-0.00135164
5824,2.9125,-0.00134981
5825,2.913,-0.00135011
5826,2.9135,-0.00135103
5827,2.914,-0.00135133
5828,2.9145,-0.00135194
5829,2.915,-0.00135164
5830,2.9155,-0.00135042
5831,2.916,-0.00135072
5832,2.9165,-0.00135011
5833,2.917,-0.00135103
5834,2.9175,-0.00134798
5835,2.918,-0.00135042
5836,2.9185,-0.00135011
5837,2.919,-0.00134859
5838,2.9195,-0.00135103
5839,2.92,-0.00135011
5840,2.9205,-0.00135011
5841,2.921,-0.00135042
5842,2.9215,-0.0013495
5843,2.922,-0.00134798
5844,2.9225,-0.00135164
5845,2.923,-0.00134706
5846,2.9235,-0.00134767
5847,2.924,-0.0013495
5848,2.9245,-0.00134798
5849,2.925,-0.00134767
5850,2.9255,-0.00134584
5851,2.926,-0.00134676
5852,2.9265,-0.0013495
5853,2.927,-0.00134767
5854,2.9275,-0.00134798
5855,2.928,-0.00134676
5856,2.9285,-0.00134828
5857,2.929,-0.00134737
5858,2.9295,-0.00134828
5859,2.93,-0.00134554
5860,2.9305,-0.00134706
5861,2.931,-0.00134676
5862,2.9315,-0.00134767
5863,2.932,-0.00134798
5864,2.9325,-0.00134798
5865,2.933,-0.00134767
5866,2.9335,-0.00134584
5867,2.934,-0.00134493
5868,2.9345,-0.00134645
5869,2.935,-0.00134462
5870,2.9355,-0.00134554
5871,2.936,-0.00134554
5872,2.9365,-0.00134584
5873,2.937,-0.00134493
5874,2.9375,-0.00134676
5875,2.938,-0.00134737
5876,2.9385,-0.00134554
5877,2.939,-0.00134767
5878,2.9395,-0.00134554
5879,2.94,-0.00134584
5880,2.9405,-0.00134431
5881,2.941,-0.00134431
5882,2.9415,-0.00134309
5883,2.942,-0.00134279
5884,2.9425,-0.00134554
5885,2.943,-0.00134279
5886,2.9435,-0.00134584
5887,2.944,-0.0013434
5888,2.9445,-0.00134431
5889,2.945,-0.00134431
5890,2.9455,-0.00134431
5891,2.946,-0.0013434
5892,2.9465,-0.00134309
5893,2.947,-0.00134279
5894,2.9475,-0.00134187
5895,2.948,-0.00134401
5896,2.9485,-0.00134279
5897,2.949,-0.00134279
5898,2.9495,-0.00134279
5899,2.95,-0.00134401
5900,2.9505,-0.00134309
5901,2.951,-0.00134401
5902,2.9515,-0.0013434
5903,2.952,-0.00134096
5904,2.9525,-0.00134218
5905,2.953,-0.00134004
5906,2.9535,-0.00134187
5907,2.954,-0.00134248
5908,2.9545,-0.00134279
5909,2.955,-0.00134126
5910,2.9555,-0.00134096
5911,2.956,-0.00134187
5912,2.9565,-0.00134187
5913,2.957,-0.00134065
5914,2.9575,-0.00134096
5915,2.958,-0.00133974
5916,2.9585,-0.00134065
5917,2.959,-0.00134035
5918,2.9595,-0.00133943
5919,2.96,-0.00134157
5920,2.9605,-0.00133943
5921,2.961,-0.00134187
5922,2.9615,-0.00134096
5923,2.962,-0.00134157
5924,2.9625,-0.00134096
5925,2.963,-0.00134035
5926,2.9635,-0.00134187
5927,2.964,-0.00133913
5928,2.9645,-0.00133852
5929,2.965,-0.00133882
5930,2.9655,-0.00133852
5931,2.966,-0.00134065
5932,2.9665,-0.00133974
5933,2.967,-0.00133974
5934,2.9675,-0.00134096
5935,2.968,-0.00133974
5936,2.9685,-0.00133882
5937,2.969,-0.00133913
5938,2.9695,-0.00133943
5939,2.97,-0.00133791
5940,2.9705,-0.00134126
5941,2.971,-0.00133974
5942,2.9715,-0.00133913
5943,2.972,-0.00133821
5944,2.9725,-0.0013376
5945,2.973,-0.00134065
5946,2.9735,-0.00133791
5947,2.974,-0.00133669
5948,2.9745,-0.00133607
5949,2.975,-0.00133852
5950,2.9755,-0.00133852
5951,2.976,-0.00133669
5952,2.9765,-0.00133821
5953,2.977,-0.0013373
5954,2.9775,-0.00133669
5955,2.978,-0.00133852
5956,2.9785,-0.00133852
5957,2.979,-0.00133699
5958,2.9795,-0.00133577
5959,2.98,-0.00133455
5960,2.9805,-0.00133546
5961,2.981,-0.00133516
5962,2.9815,-0.00133669
5963,2.982,-0.00133516
5964,2.9825,-0.00133546
5965,2.983,-0.00133455
5966,2.9835,-0.00133485
5967,2.984,-0.00133455
5968,2.9845,-0.00133363
5969,2.985,-0.00133546
5970,2.9855,-0.00133455
5971,2.986,-0.00133607
5972,2.9865,-0.00133607
5973,2.987,-0.00133485
5974,2.9875,-0.00133485
5975,2.988,-0.00133485
5976,2.9885,-0.00133302
5977,2.989,-0.00133546
5978,2.9895,-0.00133424
5979,2.99,-0.00133485
5980,2.9905,-0.00133333
5981,2.991,-0.00133424
5982,2.9915,-0.00133302
5983,2.992,-0.00133485
5984,2.9925,-0.00133333
5985,2.993,-0.00133241
5986,2.9935,-0.00133455
5987,2.994,-0.00133241
5988,2.9945,-0.00133241
5989,2.995,-0.00133485
5990,2.9955,-0.0013318
5991,2.996,-0.00133272
5992,2.9965,-0.0013318
5993,2.997,-0.0013315
5994,2.9975,-0.00133241
5995,2.998,-0.00133485
5996,2.9985,-0.00133119
5997,2.999,-0.00133211
5998,2.9995,-0.00133211
5999,3,-0.00133089
6000,3.0005,-0.0013318
6001,3.001,-0.00133119
6002,3.0015,-0.00133211
6003,3.002,-0.0013318
6004,3.0025,-0.00133089
6005,3.003,-0.00133211
6006,3.0035,-0.0013318
6007,3.004,-0.00133119
6008,3.0045,-0.00133089
6009,3.005,-0.00133272
6010,3.0055,-0.0013318
6011,3.006,-0.00133241
6012,3.0065,-0.00133119
6013,3.007,-0.00133058
6014,3.0075,-0.00132936
6015,3.008,-0.0013315
6016,3.0085,-0.00133211
6017,3.009,-0.00132906
6018,3.0095,-0.00132997
6019,3.01,-0.00132967
6020,3.0105,-0.00133028
6021,3.011,-0.00132845
6022,3.0115,-0.00132906
6023,3.012,-0.00133058
6024,3.0125,-0.00132875
6025,3.013,-0.00133058
6026,3.0135,-0.00132997
6027,3.014,-0.00132936
6028,3.0145,-0.00132906
6029,3.015,-0.00132906
6030,3.0155,-0.00132936
6031,3.016,-0.00132784
6032,3.0165,-0.00132906
6033,3.017,-0.00132722
6034,3.0175,-0.00132845
6035,3.018,-0.00132814
6036,3.0185,-0.00132814
6037,3.019,-0.00132722
6038,3.0195,-0.00132722
6039,3.02,-0.00132997
6040,3.0205,-0.00132845
6041,3.021,-0.00132753
6042,3.0215,-0.00132845
6043,3.022,-0.00132661
6044,3.0225,-0.00132722
6045,3.023,-0.00132753
6046,3.0235,-0.00132753
6047,3.024,-0.00132448
6048,3.0245,-0.00132814
6049,3.025,-0.00132784
6050,3.0255,-0.00132722
6051,3.026,-0.00132722
