,T,i
1959,0.98,-0.00228671
1960,0.9805,-0.00228549
1961,0.981,-0.00228519
1962,0.9815,-0.00228366
1963,0.982,-0.00228305
1964,0.9825,-0.00228244
1965,0.983,-0.00228091
1966,0.9835,-0.00228183
1967,0.984,-0.00228183
1968,0.9845,-0.00228091
1969,0.985,-0.00227847
1970,0.9855,-0.00227695
1971,0.986,-0.00228
1972,0.9865,-0.00227878
1973,0.987,-0.00227725
1974,0.9875,-0.00227573
1975,0.988,-0.00227603
1976,0.9885,-0.00227512
1977,0.989,-0.00227481
1978,0.9895,-0.00227359
1979,0.99,-0.0022742
1980,0.9905,-0.00227267
1981,0.991,-0.00227206
1982,0.9915,-0.0022745
1983,0.992,-0.00227084
1984,0.9925,-0.00226993
1985,0.993,-0.00227328
1986,0.9935,-0.00227084
1987,0.994,-0.00226962
1988,0.9945,-0.00226871
1989,0.995,-0.0022681
1990,0.9955,-0.00226718
1991,0.996,-0.00226932
1992,0.9965,-0.00226749
1993,0.997,-0.00226749
1994,0.9975,-0.00226565
1995,0.998,-0.00226382
1996,0.9985,-0.00226565
1997,0.999,-0.00226352
1998,0.9995,-0.00226199
1999,1,-0.00226413
2000,1.0005,-0.00226443
2001,1.001,-0.0022623
2002,1.0015,-0.00226047
2003,1.002,-0.00226138
2004,1.0025,-0.00225986
2005,1.003,-0.00225955
2006,1.0035,-0.00225864
2007,1.004,-0.00225772
2008,1.0045,-0.00225803
2009,1.005,-0.00225741
2010,1.0055,-0.00225894
2011,1.006,-0.00225741
2012,1.0065,-0.0022565
2013,1.007,-0.00225436
2014,1.0075,-0.00225406
2015,1.008,-0.00225436
2016,1.0085,-0.00225406
2017,1.009,-0.00225528
2018,1.0095,-0.00225406
2019,1.01,-0.00225162
2020,1.0105,-0.00225314
2021,1.011,-0.00225223
2022,1.0115,-0.00225162
2023,1.012,-0.0022507
2024,1.0125,-0.00225009
2025,1.013,-0.00224673
2026,1.0135,-0.00224917
2027,1.014,-0.00224795
2028,1.0145,-0.00224765
2029,1.015,-0.00224734
2030,1.0155,-0.00224643
2031,1.016,-0.0022446
2032,1.0165,-0.00224338
2033,1.017,-0.00224521
2034,1.0175,-0.00224307
2035,1.018,-0.00224246
2036,1.0185,-0.00224307
2037,1.019,-0.00224155
2038,1.0195,-0.00224277
2039,1.02,-0.00224032
2040,1.0205,-0.00224246
2041,1.021,-0.00223971
2042,1.0215,-0.00223819
2043,1.022,-0.0022388
2044,1.0225,-0.00223819
2045,1.023,-0.00223758
2046,1.0235,-0.00223788
2047,1.024,-0.00223636
2048,1.0245,-0.00223697
2049,1.025,-0.00223361
2050,1.0255,-0.00223392
2051,1.026,-0.00223544
2052,1.0265,-0.00223392
2053,1.027,-0.00223575
2054,1.0275,-0.00223392
2055,1.028,-0.00223056
2056,1.0285,-0.00223453
2057,1.029,-0.0022327
2058,1.0295,-0.00223147
2059,1.03,-0.00223025
2060,1.0305,-0.00222842
2061,1.031,-0.00222995
2062,1.0315,-0.00223086
2063,1.032,-0.00222842
2064,1.0325,-0.00222812
2065,1.033,-0.0022272
2066,1.0335,-0.0022272
2067,1.034,-0.00222781
2068,1.0345,-0.00222598
2069,1.035,-0.00222568
2070,1.0355,-0.00222568
2071,1.036,-0.00222659
2072,1.0365,-0.00222171
2073,1.037,-0.00222476
2074,1.0375,-0.00222323
2075,1.038,-0.00222323
2076,1.0385,-0.00222232
2077,1.039,-0.00222079
2078,1.0395,-0.0022214
2079,1.04,-0.00222079
2080,1.0405,-0.0022211
2081,1.041,-0.00221988
2082,1.0415,-0.00222079
2083,1.042,-0.00221835
2084,1.0425,-0.00221744
2085,1.043,-0.00221683
2086,1.0435,-0.00221683
2087,1.044,-0.00221683
2088,1.0445,-0.00221683
2089,1.045,-0.00221622
2090,1.0455,-0.0022156
2091,1.046,-0.00221683
2092,1.0465,-0.00221255
2093,1.047,-0.00221347
2094,1.0475,-0.00221286
2095,1.048,-0.00221133
2096,1.0485,-0.00221194
2097,1.049,-0.00221103
2098,1.0495,-0.0022095
2099,1.05,-0.00221011
2100,1.0505,-0.00221042
2101,1.051,-0.00220981
2102,1.0515,-0.00220828
2103,1.052,-0.00220889
2104,1.0525,-0.00220737
2105,1.053,-0.00220798
2106,1.0535,-0.00220706
2107,1.054,-0.00220614
2108,1.0545,-0.00220737
2109,1.055,-0.00220523
2110,1.0555,-0.0022037
2111,1.056,-0.00220614
2112,1.0565,-0.0022037
2113,1.057,-0.00220309
2114,1.0575,-0.00220309
2115,1.058,-0.00220279
2116,1.0585,-0.00220126
2117,1.059,-0.00220065
2118,1.0595,-0.00220004
2119,1.06,-0.00220065
2120,1.0605,-0.00220035
2121,1.061,-0.00220004
2122,1.0615,-0.00220004
2123,1.062,-0.00219729
2124,1.0625,-0.00219668
2125,1.063,-0.00219516
2126,1.0635,-0.00219546
2127,1.064,-0.00219607
2128,1.0645,-0.00219638
2129,1.065,-0.00219638
2130,1.0655,-0.00219424
2131,1.066,-0.00219363
2132,1.0665,-0.00219546
2133,1.067,-0.00219241
2134,1.0675,-0.00219241
2135,1.068,-0.00219089
2136,1.0685,-0.00219211
2137,1.069,-0.00219028
2138,1.0695,-0.00218997
2139,1.07,-0.00219089
2140,1.0705,-0.00218997
2141,1.071,-0.00219028
2142,1.0715,-0.00218966
2143,1.072,-0.00218814
2144,1.0725,-0.00218661
2145,1.073,-0.00218539
2146,1.0735,-0.00218936
2147,1.074,-0.00218478
2148,1.0745,-0.00218539
2149,1.075,-0.00218295
2150,1.0755,-0.0021857
2151,1.076,-0.00218417
2152,1.0765,-0.00218204
2153,1.077,-0.00218295
2154,1.0775,-0.00218173
2155,1.078,-0.00218265
2156,1.0785,-0.00218081
2157,1.079,-0.0021802
2158,1.0795,-0.00218173
2159,1.08,-0.00217959
2160,1.0805,-0.00218081
2161,1.081,-0.00217898
2162,1.0815,-0.00217776
2163,1.082,-0.00217715
2164,1.0825,-0.00217837
2165,1.083,-0.00217837
2166,1.0835,-0.00217563
2167,1.084,-0.00217685
2168,1.0845,-0.00217715
2169,1.085,-0.00217563
2170,1.0855,-0.00217441
2171,1.086,-0.00217349
2172,1.0865,-0.00217349
2173,1.087,-0.00217288
2174,1.0875,-0.00217166
2175,1.088,-0.00217318
2176,1.0885,-0.00217196
2177,1.089,-0.00217257
2178,1.0895,-0.00217196
2179,1.09,-0.00216952
2180,1.0905,-0.00216922
2181,1.091,-0.00217013
2182,1.0915,-0.00217135
2183,1.092,-0.00216922
2184,1.0925,-0.00216861
2185,1.093,-0.00216708
2186,1.0935,-0.00216769
2187,1.094,-0.00216647
2188,1.0945,-0.00216647
2189,1.095,-0.00216617
2190,1.0955,-0.00216586
2191,1.096,-0.00216495
2192,1.0965,-0.0021625
2193,1.097,-0.00216159
2194,1.0975,-0.00216372
2195,1.098,-0.0021622
2196,1.0985,-0.00216128
2197,1.099,-0.0021625
2198,1.0995,-0.00216098
2199,1.1,-0.00216128
2200,1.1005,-0.00215976
2201,1.101,-0.00216128
2202,1.1015,-0.00215823
2203,1.102,-0.00216067
2204,1.1025,-0.00215762
2205,1.103,-0.00215671
2206,1.1035,-0.0021564
2207,1.104,-0.00215915
2208,1.1045,-0.00215732
2209,1.105,-0.00215579
2210,1.1055,-0.00215579
2211,1.106,-0.00215671
2212,1.1065,-0.00215487
2213,1.107,-0.00215487
2214,1.1075,-0.00215487
2215,1.108,-0.00215182
2216,1.1085,-0.00215335
2217,1.109,-0.00215152
2218,1.1095,-0.00215121
2219,1.11,-0.00215213
2220,1.1105,-0.0021503
2221,1.111,-0.00214938
2222,1.1115,-0.00215091
2223,1.112,-0.00214938
2224,1.1125,-0.00215152
2225,1.113,-0.0021503
2226,1.1135,-0.00214755
2227,1.114,-0.00214755
2228,1.1145,-0.00214724
2229,1.115,-0.00214785
2230,1.1155,-0.00214663
2231,1.116,-0.00214541
2232,1.1165,-0.00214511
2233,1.117,-0.00214572
2234,1.1175,-0.00214602
2235,1.118,-0.00214358
2236,1.1185,-0.0021448
2237,1.119,-0.00214358
2238,1.1195,-0.00214297
2239,1.12,-0.00214297
2240,1.1205,-0.00214145
2241,1.121,-0.00214053
2242,1.1215,-0.00214175
2243,1.122,-0.00214084
2244,1.1225,-0.00213992
2245,1.123,-0.00214023
2246,1.1235,-0.00213992
2247,1.124,-0.00213839
2248,1.1245,-0.00213778
2249,1.125,-0.0021387
2250,1.1255,-0.00213626
2251,1.126,-0.00213534
2252,1.1265,-0.00213809
2253,1.127,-0.00213656
2254,1.1275,-0.00213504
2255,1.128,-0.00213443
2256,1.1285,-0.00213504
2257,1.129,-0.00213534
2258,1.1295,-0.00213504
2259,1.13,-0.00213199
2260,1.1305,-0.0021329
2261,1.131,-0.00213168
2262,1.1315,-0.00213321
2263,1.132,-0.00213138
2264,1.1325,-0.0021329
2265,1.133,-0.00213168
2266,1.1335,-0.0021271
2267,1.134,-0.00213015
2268,1.1345,-0.00212832
2269,1.135,-0.00212832
2270,1.1355,-0.0021268
2271,1.136,-0.00212588
2272,1.1365,-0.00212588
2273,1.137,-0.00212741
2274,1.1375,-0.0021271
2275,1.138,-0.00212558
2276,1.1385,-0.00212527
2277,1.139,-0.00212558
2278,1.1395,-0.00212344
2279,1.14,-0.00212558
2280,1.1405,-0.00212527
2281,1.141,-0.00212069
2282,1.1415,-0.00212344
2283,1.142,-0.00212069
2284,1.1425,-0.00212466
2285,1.143,-0.00211917
2286,1.1435,-0.00212283
2287,1.144,-0.00212069
2288,1.1445,-0.00212039
2289,1.145,-0.00211764
2290,1.1455,-0.00212008
2291,1.146,-0.00211917
2292,1.1465,-0.00211612
2293,1.147,-0.00211825
2294,1.1475,-0.00211581
2295,1.148,-0.00211551
2296,1.1485,-0.0021149
2297,1.149,-0.00211581
2298,1.1495,-0.00211612
2299,1.15,-0.00211551
2300,1.1505,-0.0021152
2301,1.151,-0.00211337
2302,1.1515,-0.0021149
2303,1.152,-0.00211215
2304,1.1525,-0.00211398
2305,1.153,-0.00211245
2306,1.1535,-0.00211123
2307,1.154,-0.00211032
2308,1.1545,-0.00211062
2309,1.155,-0.00211062
2310,1.1555,-0.00211093
2311,1.156,-0.00211032
2312,1.1565,-0.00210879
2313,1.157,-0.00211001
2314,1.1575,-0.00211001
2315,1.158,-0.00210757
2316,1.1585,-0.00210788
2317,1.159,-0.00210513
2318,1.1595,-0.00210727
2319,1.16,-0.00210635
2320,1.1605,-0.00210818
2321,1.161,-0.00210574
2322,1.1615,-0.00210757
2323,1.162,-0.0021033
2324,1.1625,-0.00210513
2325,1.163,-0.00210513
2326,1.1635,-0.00210238
2327,1.164,-0.00210147
2328,1.1645,-0.00210147
2329,1.165,-0.00210025
2330,1.1655,-0.00210116
2331,1.166,-0.00210269
2332,1.1665,-0.00210208
2333,1.167,-0.00209811
2334,1.1675,-0.00210025
2335,1.168,-0.00209719
2336,1.1685,-0.00209719
2337,1.169,-0.00209781
2338,1.1695,-0.00209811
2339,1.17,-0.0020975
2340,1.1705,-0.00209719
2341,1.171,-0.00209781
2342,1.1715,-0.00209658
2343,1.172,-0.00209781
2344,1.1725,-0.00209536
2345,1.173,-0.00209475
2346,1.1735,-0.00209445
2347,1.174,-0.00209231
2348,1.1745,-0.00209445
2349,1.175,-0.00209414
2350,1.1755,-0.00209384
2351,1.176,-0.00209048
2352,1.1765,-0.00209292
2353,1.177,-0.00209262
2354,1.1775,-0.0020914
2355,1.178,-0.00209109
2356,1.1785,-0.00208987
2357,1.179,-0.0020917
2358,1.1795,-0.00209109
2359,1.18,-0.00209048
2360,1.1805,-0.00208834
2361,1.181,-0.00208682
2362,1.1815,-0.00208682
2363,1.182,-0.00208651
2364,1.1825,-0.00208682
2365,1.183,-0.00208682
2366,1.1835,-0.0020856
2367,1.184,-0.00208438
2368,1.1845,-0.00208529
2369,1.185,-0.0020856
2370,1.1855,-0.0020856
2371,1.186,-0.00208346
2372,1.1865,-0.00208163
2373,1.187,-0.00208407
2374,1.1875,-0.00208316
2375,1.188,-0.00208163
2376,1.1885,-0.00208194
2377,1.189,-0.00208072
2378,1.1895,-0.0020798
2379,1.19,-0.00208041
2380,1.1905,-0.00208194
2381,1.191,-0.0020798
2382,1.1915,-0.00208041
2383,1.192,-0.00207919
2384,1.1925,-0.00208041
2385,1.193,-0.00207919
2386,1.1935,-0.00207797
2387,1.194,-0.00207858
2388,1.1945,-0.00207766
2389,1.195,-0.00207644
2390,1.1955,-0.00207553
2391,1.196,-0.00207797
2392,1.1965,-0.00207461
2393,1.197,-0.00207278
2394,1.1975,-0.00207339
2395,1.198,-0.00207309
2396,1.1985,-0.00207431
2397,1.199,-0.00207431
2398,1.1995,-0.00207431
2399,1.2,-0.00207248
2400,1.2005,-0.00207156
2401,1.201,-0.00207095
2402,1.2015,-0.00207156
2403,1.202,-0.00207064
2404,1.2025,-0.00206973
2405,1.203,-0.00206973
2406,1.2035,-0.00206942
2407,1.204,-0.00206942
2408,1.2045,-0.00206942
2409,1.205,-0.00206668
2410,1.2055,-0.00206851
2411,1.206,-0.00206851
2412,1.2065,-0.00206759
2413,1.207,-0.00206851
2414,1.2075,-0.00206515
2415,1.208,-0.00206454
2416,1.2085,-0.00206454
2417,1.209,-0.00206424
2418,1.2095,-0.00206668
2419,1.21,-0.00206546
2420,1.2105,-0.00206363
2421,1.211,-0.00206393
2422,1.2115,-0.00206118
2423,1.212,-0.00206179
2424,1.2125,-0.00206485
2425,1.213,-0.0020624
2426,1.2135,-0.00206088
2427,1.214,-0.00205966
2428,1.2145,-0.0020624
2429,1.215,-0.00206057
2430,1.2155,-0.00205844
2431,1.216,-0.00205874
2432,1.2165,-0.00205844
2433,1.217,-0.00205874
2434,1.2175,-0.00205905
2435,1.218,-0.00205691
2436,1.2185,-0.00205447
2437,1.219,-0.00205752
2438,1.2195,-0.00205477
2439,1.22,-0.00205935
2440,1.2205,-0.002056
2441,1.221,-0.00205569
2442,1.2215,-0.002056
2443,1.222,-0.00205081
2444,1.2225,-0.00205294
2445,1.223,-0.00205325
2446,1.2235,-0.00205355
2447,1.224,-0.00205111
2448,1.2245,-0.00205264
2449,1.225,-0.00205142
2450,1.2255,-0.00205111
2451,1.226,-0.00205294
2452,1.2265,-0.00204989
2453,1.227,-0.00204776
2454,1.2275,-0.00204989
2455,1.228,-0.00204837
2456,1.2285,-0.00204898
2457,1.229,-0.00204837
2458,1.2295,-0.00204715
2459,1.23,-0.00204654
2460,1.2305,-0.00204898
2461,1.231,-0.00204745
2462,1.2315,-0.00204623
2463,1.232,-0.00204745
2464,1.2325,-0.00204623
2465,1.233,-0.00204654
2466,1.2335,-0.00204379
2467,1.234,-0.0020444
2468,1.2345,-0.0020444
2469,1.235,-0.00204501
2470,1.2355,-0.00204501
2471,1.236,-0.00204348
2472,1.2365,-0.00204074
2473,1.237,-0.00204104
2474,1.2375,-0.00204165
2475,1.238,-0.00204257
2476,1.2385,-0.00204165
2477,1.239,-0.00203891
2478,1.2395,-0.00203921
2479,1.24,-0.00204013
2480,1.2405,-0.00203982
2481,1.241,-0.00204104
2482,1.2415,-0.00203952
2483,1.242,-0.00204013
2484,1.2425,-0.00203799
2485,1.243,-0.0020386
2486,1.2435,-0.00203738
2487,1.244,-0.00203738
2488,1.2445,-0.00203433
2489,1.245,-0.00203677
2490,1.2455,-0.00203524
2491,1.246,-0.0020328
2492,1.2465,-0.00203463
2493,1.247,-0.00203433
2494,1.2475,-0.00203402
2495,1.248,-0.00203402
2496,1.2485,-0.0020328
2497,1.249,-0.00203189
2498,1.2495,-0.00203189
2499,1.25,-0.00203067
2500,1.2505,-0.00202975
2501,1.251,-0.00203067
2502,1.2515,-0.00203067
2503,1.252,-0.00203128
2504,1.2525,-0.00202853
2505,1.253,-0.00202914
2506,1.2535,-0.00202883
2507,1.254,-0.00202822
2508,1.2545,-0.00202822
2509,1.255,-0.002027
2510,1.2555,-0.00202792
2511,1.256,-0.00202639
2512,1.2565,-0.00202548
2513,1.257,-0.00202761
2514,1.2575,-0.00202578
2515,1.258,-0.00202456
2516,1.2585,-0.00202456
2517,1.259,-0.00202456
2518,1.2595,-0.00202548
2519,1.26,-0.00202456
2520,1.2605,-0.00202395
2521,1.261,-0.00202273
2522,1.2615,-0.00202395
2523,1.262,-0.00202151
2524,1.2625,-0.00201998
2525,1.263,-0.00202212
2526,1.2635,-0.00201968
2527,1.264,-0.00202029
2528,1.2645,-0.00201968
2529,1.265,-0.00202059
2530,1.2655,-0.00202151
2531,1.266,-0.00201998
2532,1.2665,-0.00201815
2533,1.267,-0.00201754
2534,1.2675,-0.00201815
2535,1.268,-0.00201937
2536,1.2685,-0.00201571
2537,1.269,-0.00201541
2538,1.2695,-0.00201602
2539,1.27,-0.00201571
2540,1.2705,-0.00201571
2541,1.271,-0.00201785
2542,1.2715,-0.00201419
2543,1.272,-0.00201419
2544,1.2725,-0.00201449
2545,1.273,-0.00201419
2546,1.2735,-0.00201174
2547,1.274,-0.0020148
2548,1.2745,-0.00201205
2549,1.275,-0.00201297
2550,1.2755,-0.00201266
2551,1.276,-0.00201235
2552,1.2765,-0.00201327
2553,1.277,-0.00201022
2554,1.2775,-0.00201083
2555,1.278,-0.00201022
2556,1.2785,-0.00200991
2557,1.279,-0.00200869
2558,1.2795,-0.00201083
2559,1.28,-0.00200869
2560,1.2805,-0.00200808
2561,1.281,-0.00200808
2562,1.2815,-0.00200747
2563,1.282,-0.00200595
2564,1.2825,-0.00200595
2565,1.283,-0.00200808
2566,1.2835,-0.00200686
2567,1.284,-0.00200564
2568,1.2845,-0.00200503
2569,1.285,-0.00200503
2570,1.2855,-0.0020032
2571,1.286,-0.00200198
2572,1.2865,-0.0020032
2573,1.287,-0.00200442
2574,1.2875,-0.00200442
2575,1.288,-0.0020032
2576,1.2885,-0.00200259
2577,1.289,-0.00200076
2578,1.2895,-0.00200198
2579,1.29,-0.00200106
2580,1.2905,-0.00200076
2581,1.291,-0.00199984
2582,1.2915,-0.00199832
2583,1.292,-0.00199923
2584,1.2925,-0.00199893
2585,1.293,-0.00199832
2586,1.2935,-0.0019974
2587,1.294,-0.00199862
2588,1.2945,-0.00199832
2589,1.295,-0.00199771
2590,1.2955,-0.00199679
2591,1.296,-0.00199771
2592,1.2965,-0.0019974
2593,1.297,-0.00199526
2594,1.2975,-0.00199649
2595,1.298,-0.00199649
2596,1.2985,-0.00199465
2597,1.299,-0.00199282
2598,1.2995,-0.00199221
2599,1.3,-0.00199374
2600,1.3005,-0.00199465
2601,1.301,-0.00199282
2602,1.3015,-0.00199343
2603,1.302,-0.00199343
2604,1.3025,-0.00199099
2605,1.303,-0.0019916
2606,1.3035,-0.00199374
2607,1.304,-0.00199038
2608,1.3045,-0.00199008
2609,1.305,-0.00199008
2610,1.3055,-0.00199038
2611,1.306,-0.00199038
2612,1.3065,-0.00198855
2613,1.307,-0.00198886
2614,1.3075,-0.00198855
2615,1.308,-0.00198794
2616,1.3085,-0.00198794
2617,1.309,-0.00198733
2618,1.3095,-0.00198764
2619,1.31,-0.00198794
2620,1.3105,-0.0019855
2621,1.311,-0.00198672
2622,1.3115,-0.00198641
2623,1.312,-0.0019855
2624,1.3125,-0.00198306
2625,1.313,-0.0019855
2626,1.3135,-0.00198367
2627,1.314,-0.00198153
2628,1.3145,-0.00198306
2629,1.315,-0.00198245
2630,1.3155,-0.00198184
2631,1.316,-0.00198062
2632,1.3165,-0.00198275
2633,1.317,-0.00197909
2634,1.3175,-0.00198001
2635,1.318,-0.00197878
2636,1.3185,-0.0019797
2637,1.319,-0.00197909
2638,1.3195,-0.00197909
2639,1.32,-0.00197878
2640,1.3205,-0.00197817
2641,1.321,-0.00197817
2642,1.3215,-0.00197726
2643,1.322,-0.00198001
2644,1.3225,-0.00197634
2645,1.323,-0.00197665
2646,1.3235,-0.00197665
2647,1.324,-0.00197695
2648,1.3245,-0.00197665
2649,1.325,-0.00197299
2650,1.3255,-0.00197329
2651,1.326,-0.00197421
2652,1.3265,-0.00197543
2653,1.327,-0.0019739
2654,1.3275,-0.00197451
2655,1.328,-0.00197421
2656,1.3285,-0.00197268
2657,1.329,-0.00197299
2658,1.3295,-0.00197238
2659,1.33,-0.00197177
2660,1.3305,-0.00197177
2661,1.331,-0.00197146
2662,1.3315,-0.00196902
2663,1.332,-0.00197116
2664,1.3325,-0.00197055
2665,1.333,-0.00196963
2666,1.3335,-0.00196902
2667,1.334,-0.00196993
2668,1.3345,-0.00196902
2669,1.335,-0.00196841
2670,1.3355,-0.00196719
2671,1.336,-0.00196597
2672,1.3365,-0.00196566
2673,1.337,-0.00196688
2674,1.3375,-0.00196627
2675,1.338,-0.00196841
2676,1.3385,-0.00196597
2677,1.339,-0.0019681
2678,1.3395,-0.00196261
2679,1.34,-0.00196597
2680,1.3405,-0.00196414
2681,1.341,-0.00196169
2682,1.3415,-0.001962
2683,1.342,-0.00196414
2684,1.3425,-0.00196292
2685,1.343,-0.00196414
2686,1.3435,-0.00196292
2687,1.344,-0.00196231
2688,1.3445,-0.00195956
2689,1.345,-0.00196108
2690,1.3455,-0.00195956
2691,1.346,-0.00196108
2692,1.3465,-0.001962
2693,1.347,-0.00195651
2694,1.3475,-0.00195986
2695,1.348,-0.00195956
2696,1.3485,-0.00195712
2697,1.349,-0.0019559
2698,1.3495,-0.00195773
2699,1.35,-0.00195986
2700,1.3505,-0.00195803
2701,1.351,-0.0019562
2702,1.3515,-0.00195651
2703,1.352,-0.00195468
2704,1.3525,-0.0019559
2705,1.353,-0.00195468
2706,1.3535,-0.00195468
2707,1.354,-0.0019559
2708,1.3545,-0.00195498
2709,1.355,-0.0019559
2710,1.3555,-0.00195437
2711,1.356,-0.00195193
2712,1.3565,-0.00195315
2713,1.357,-0.00195223
2714,1.3575,-0.00195315
2715,1.358,-0.00195315
2716,1.3585,-0.00195132
2717,1.359,-0.00195193
2718,1.3595,-0.00195132
2719,1.36,-0.00195101
2720,1.3605,-0.00194949
2721,1.361,-0.00195071
2722,1.3615,-0.00194979
2723,1.362,-0.00194735
2724,1.3625,-0.00194888
2725,1.363,-0.00194735
2726,1.3635,-0.00194979
2727,1.364,-0.00194766
2728,1.3645,-0.00194735
2729,1.365,-0.00194613
2730,1.3655,-0.00194705
2731,1.366,-0.0019446
2732,1.3665,-0.00194644
2733,1.367,-0.00194766
2734,1.3675,-0.0019446
2735,1.368,-0.00194674
2736,1.3685,-0.00194369
2737,1.369,-0.00194399
2738,1.3695,-0.00194399
2739,1.37,-0.00194491
2740,1.3705,-0.00194155
2741,1.371,-0.0019446
2742,1.3715,-0.00194033
2743,1.372,-0.00194247
2744,1.3725,-0.00194247
2745,1.373,-0.00194033
2746,1.3735,-0.00194338
2747,1.374,-0.00193972
2748,1.3745,-0.00194003
2749,1.375,-0.00193911
2750,1.3755,-0.00193911
2751,1.376,-0.00193911
2752,1.3765,-0.00193911
2753,1.377,-0.00193911
2754,1.3775,-0.00194064
2755,1.378,-0.0019385
2756,1.3785,-0.00193972
2757,1.379,-0.00193728
2758,1.3795,-0.00193636
2759,1.38,-0.00193759
2760,1.3805,-0.00193545
2761,1.381,-0.00193636
2762,1.3815,-0.00193423
2763,1.382,-0.00193759
2764,1.3825,-0.00193545
2765,1.383,-0.00193392
2766,1.3835,-0.00193484
2767,1.384,-0.00193423
2768,1.3845,-0.00193514
2769,1.385,-0.00193423
2770,1.3855,-0.0019327
2771,1.386,-0.00193392
2772,1.3865,-0.00193118
2773,1.387,-0.00193179
2774,1.3875,-0.00193179
2775,1.388,-0.0019327
2776,1.3885,-0.00193179
2777,1.389,-0.0019324
2778,1.3895,-0.00192904
2779,1.39,-0.00192965
2780,1.3905,-0.00193148
2781,1.391,-0.00192874
2782,1.3915,-0.00192996
2783,1.392,-0.00193026
2784,1.3925,-0.00192996
2785,1.393,-0.0019269
2786,1.3935,-0.00192843
2787,1.394,-0.00192935
2788,1.3945,-0.0019266
2789,1.395,-0.0019266
2790,1.3955,-0.0019269
2791,1.396,-0.00192538
2792,1.3965,-0.0019266
2793,1.397,-0.00192599
2794,1.3975,-0.00192385
2795,1.398,-0.00192324
2796,1.3985,-0.00192446
2797,1.399,-0.0019266
2798,1.3995,-0.00192172
2799,1.4,-0.00192294
2800,1.4005,-0.00192263
2801,1.401,-0.00192233
2802,1.4015,-0.00192202
2803,1.402,-0.00192294
2804,1.4025,-0.00192202
2805,1.403,-0.00192202
2806,1.4035,-0.00192172
2807,1.404,-0.00191866
2808,1.4045,-0.0019205
2809,1.405,-0.00192019
2810,1.4055,-0.00191989
2811,1.406,-0.00191805
2812,1.4065,-0.00191897
2813,1.407,-0.0019205
2814,1.4075,-0.00191775
2815,1.408,-0.00192019
2816,1.4085,-0.00191927
2817,1.409,-0.00191775
2818,1.4095,-0.00191714
2819,1.41,-0.00191561
2820,1.4105,-0.00191866
2821,1.411,-0.00191653
2822,1.4115,-0.00191653
2823,1.412,-0.00191622
2824,1.4125,-0.00191226
2825,1.413,-0.00191439
2826,1.4135,-0.00191409
2827,1.414,-0.00191439
2828,1.4145,-0.00191531
2829,1.415,-0.00191439
2830,1.4155,-0.00191287
2831,1.416,-0.00191256
2832,1.4165,-0.00191409
2833,1.417,-0.00191195
2834,1.4175,-0.00191165
2835,1.418,-0.00191226
2836,1.4185,-0.00191103
2837,1.419,-0.00191073
2838,1.4195,-0.00191134
2839,1.42,-0.00191042
2840,1.4205,-0.00190951
2841,1.421,-0.00191012
2842,1.4215,-0.00190768
2843,1.422,-0.00190951
2844,1.4225,-0.00190981
2845,1.423,-0.00190829
2846,1.4235,-0.00190829
2847,1.424,-0.00190859
2848,1.4245,-0.00190951
2849,1.425,-0.00190554
2850,1.4255,-0.00190554
2851,1.426,-0.00190585
2852,1.4265,-0.00190554
2853,1.427,-0.00190676
2854,1.4275,-0.00190615
2855,1.428,-0.00190402
2856,1.4285,-0.00190432
2857,1.429,-0.00190463
2858,1.4295,-0.00190676
2859,1.43,-0.0019031
2860,1.4305,-0.00190463
2861,1.431,-0.0019031
2862,1.4315,-0.00190218
2863,1.432,-0.00190341
2864,1.4325,-0.00190127
2865,1.433,-0.00190066
2866,1.4335,-0.00190249
2867,1.434,-0.0019031
2868,1.4345,-0.00190066
2869,1.435,-0.00189944
2870,1.4355,-0.00190188
2871,1.436,-0.00189974
2872,1.4365,-0.00189944
2873,1.437,-0.0018973
2874,1.4375,-0.00189852
2875,1.438,-0.00189852
2876,1.4385,-0.00189822
2877,1.439,-0.00189761
2878,1.4395,-0.0018973
2879,1.44,-0.00189883
2880,1.4405,-0.00189486
2881,1.441,-0.00189608
2882,1.4415,-0.00189578
2883,1.442,-0.00189547
2884,1.4425,-0.00189608
2885,1.443,-0.00189364
2886,1.4435,-0.00189547
2887,1.444,-0.00189456
2888,1.4445,-0.00189486
2889,1.445,-0.00189394
2890,1.4455,-0.00189517
2891,1.446,-0.00189303
2892,1.4465,-0.00189456
2893,1.447,-0.00189333
2894,1.4475,-0.00189181
2895,1.448,-0.0018912
2896,1.4485,-0.00189333
2897,1.449,-0.00189211
2898,1.4495,-0.00189059
2899,1.45,-0.00189028
2900,1.4505,-0.00188784
2901,1.451,-0.00188876
2902,1.4515,-0.00188998
2903,1.452,-0.00189089
2904,1.4525,-0.00188784
2905,1.453,-0.00189028
2906,1.4535,-0.00188906
2907,1.454,-0.00188937
2908,1.4545,-0.00188662
2909,1.455,-0.00188845
2910,1.4555,-0.00188937
2911,1.456,-0.00188632
2912,1.4565,-0.00188784
2913,1.457,-0.00188662
2914,1.4575,-0.00188723
2915,1.458,-0.00188601
2916,1.4585,-0.0018854
2917,1.459,-0.00188509
2918,1.4595,-0.00188479
2919,1.46,-0.00188509
2920,1.4605,-0.00188265
2921,1.461,-0.00188418
2922,1.4615,-0.00188326
2923,1.462,-0.0018854
