,T,i
2659,1.33,-0.00147707
2660,1.3305,-0.00147585
2661,1.331,-0.00147615
2662,1.3315,-0.00147615
2663,1.332,-0.00147493
2664,1.3325,-0.00147615
2665,1.333,-0.0014728
2666,1.3335,-0.00147524
2667,1.334,-0.00147615
2668,1.3345,-0.0014731
2669,1.335,-0.00147585
2670,1.3355,-0.00147554
2671,1.336,-0.00147341
2672,1.3365,-0.00147219
2673,1.337,-0.00147402
2674,1.3375,-0.00147371
2675,1.338,-0.00147219
2676,1.3385,-0.00147096
2677,1.339,-0.0014728
2678,1.3395,-0.00147158
2679,1.34,-0.00147127
2680,1.3405,-0.00146791
2681,1.341,-0.00147035
2682,1.3415,-0.00147158
2683,1.342,-0.00147035
2684,1.3425,-0.00147127
2685,1.343,-0.00147096
2686,1.3435,-0.00147005
2687,1.344,-0.00146944
2688,1.3445,-0.00146883
2689,1.345,-0.00147127
2690,1.3455,-0.00146944
2691,1.346,-0.00146883
2692,1.3465,-0.00146822
2693,1.347,-0.00146791
2694,1.3475,-0.00146791
2695,1.348,-0.00146944
2696,1.3485,-0.00146761
2697,1.349,-0.00146639
2698,1.3495,-0.00146547
2699,1.35,-0.00146669
2700,1.3505,-0.00146822
2701,1.351,-0.00146639
2702,1.3515,-0.00146608
2703,1.352,-0.0014673
2704,1.3525,-0.00146639
2705,1.353,-0.00146639
2706,1.3535,-0.00146334
2707,1.354,-0.00146547
2708,1.3545,-0.00146364
2709,1.355,-0.00146547
2710,1.3555,-0.00146303
2711,1.356,-0.00146395
2712,1.3565,-0.00146303
2713,1.357,-0.00146334
2714,1.3575,-0.00146303
2715,1.358,-0.00146272
2716,1.3585,-0.00146425
2717,1.359,-0.0014612
2718,1.3595,-0.0014612
2719,1.36,-0.00146303
2720,1.3605,-0.0014615
2721,1.361,-0.00145967
2722,1.3615,-0.00145906
2723,1.362,-0.00145998
2724,1.3625,-0.0014612
2725,1.363,-0.00145845
2726,1.3635,-0.00146028
2727,1.364,-0.00145906
2728,1.3645,-0.0014612
2729,1.365,-0.00145937
2730,1.3655,-0.00146089
2731,1.366,-0.00145967
2732,1.3665,-0.00145906
2733,1.367,-0.00146059
2734,1.3675,-0.00145815
2735,1.368,-0.00145906
2736,1.3685,-0.00145784
2737,1.369,-0.00145693
2738,1.3695,-0.00145632
2739,1.37,-0.00145601
2740,1.3705,-0.00145662
2741,1.371,-0.00145571
2742,1.3715,-0.00145754
2743,1.372,-0.00145571
2744,1.3725,-0.00145418
2745,1.373,-0.00145479
2746,1.3735,-0.0014554
2747,1.374,-0.00145448
2748,1.3745,-0.00145571
2749,1.375,-0.0014554
2750,1.3755,-0.00145571
2751,1.376,-0.00145204
2752,1.3765,-0.00145265
2753,1.377,-0.00145418
2754,1.3775,-0.00145265
2755,1.378,-0.00145235
2756,1.3785,-0.00145326
2757,1.379,-0.00145357
2758,1.3795,-0.00145082
2759,1.38,-0.00145296
2760,1.3805,-0.00145174
2761,1.381,-0.00145082
2762,1.3815,-0.00144991
2763,1.382,-0.00145052
2764,1.3825,-0.00145052
2765,1.383,-0.0014496
2766,1.3835,-0.00144991
2767,1.384,-0.0014493
2768,1.3845,-0.00144991
2769,1.385,-0.00144899
2770,1.3855,-0.00144838
2771,1.386,-0.0014493
2772,1.3865,-0.00145143
2773,1.387,-0.00144777
2774,1.3875,-0.0014493
2775,1.388,-0.00144716
2776,1.3885,-0.00144808
2777,1.389,-0.0014496
2778,1.3895,-0.00144808
2779,1.39,-0.00144747
2780,1.3905,-0.00144655
2781,1.391,-0.00144716
2782,1.3915,-0.00144472
2783,1.392,-0.00144655
2784,1.3925,-0.00144502
2785,1.393,-0.00144258
2786,1.3935,-0.00144655
2787,1.394,-0.00144441
2788,1.3945,-0.00144533
2789,1.395,-0.00144502
2790,1.3955,-0.0014438
2791,1.396,-0.0014438
2792,1.3965,-0.00144319
2793,1.397,-0.00144289
2794,1.3975,-0.0014435
2795,1.398,-0.00144228
2796,1.3985,-0.00144411
2797,1.399,-0.00144319
2798,1.3995,-0.00144289
2799,1.4,-0.00144106
2800,1.4005,-0.00144228
2801,1.401,-0.00144197
2802,1.4015,-0.00144106
2803,1.402,-0.00143953
2804,1.4025,-0.00144167
2805,1.403,-0.00144045
2806,1.4035,-0.00144014
2807,1.404,-0.00144014
2808,1.4045,-0.00144167
2809,1.405,-0.00144075
2810,1.4055,-0.00143984
2811,1.406,-0.00143892
2812,1.4065,-0.00143892
2813,1.407,-0.00143862
2814,1.4075,-0.00143831
2815,1.408,-0.00143739
2816,1.4085,-0.00143953
2817,1.409,-0.00143678
2818,1.4095,-0.00143862
2819,1.41,-0.00143862
2820,1.4105,-0.00143678
2821,1.411,-0.00143709
2822,1.4115,-0.00143831
2823,1.412,-0.00143648
2824,1.4125,-0.00143617
2825,1.413,-0.00143617
2826,1.4135,-0.00143587
2827,1.414,-0.00143709
2828,1.4145,-0.00143495
2829,1.415,-0.00143617
2830,1.4155,-0.00143373
2831,1.416,-0.00143587
2832,1.4165,-0.00143495
2833,1.417,-0.00143343
2834,1.4175,-0.00143373
2835,1.418,-0.00143465
2836,1.4185,-0.00143373
2837,1.419,-0.00143221
2838,1.4195,-0.00143465
2839,1.42,-0.00143221
2840,1.4205,-0.00143099
2841,1.421,-0.00143282
2842,1.4215,-0.00143221
2843,1.422,-0.00143312
2844,1.4225,-0.00143038
2845,1.423,-0.00143129
2846,1.4235,-0.00143129
2847,1.424,-0.00143129
2848,1.4245,-0.00143038
2849,1.425,-0.0014319
2850,1.4255,-0.00142977
2851,1.426,-0.00143007
2852,1.4265,-0.00142915
2853,1.427,-0.00143007
2854,1.4275,-0.00142946
2855,1.428,-0.00142885
2856,1.4285,-0.00142885
2857,1.429,-0.0014261
2858,1.4295,-0.00142824
2859,1.43,-0.00142641
2860,1.4305,-0.00142793
2861,1.431,-0.00142732
2862,1.4315,-0.00142885
2863,1.432,-0.0014261
2864,1.4325,-0.00142671
2865,1.433,-0.0014258
2866,1.4335,-0.00142702
2867,1.434,-0.0014258
2868,1.4345,-0.00142702
2869,1.435,-0.00142732
2870,1.4355,-0.00142488
2871,1.436,-0.0014261
2872,1.4365,-0.00142488
2873,1.437,-0.00142458
2874,1.4375,-0.00142397
2875,1.438,-0.00142519
2876,1.4385,-0.00142427
2877,1.439,-0.00142549
2878,1.4395,-0.00142305
2879,1.44,-0.00142366
2880,1.4405,-0.00142397
2881,1.441,-0.00142305
2882,1.4415,-0.00142275
2883,1.442,-0.00142397
2884,1.4425,-0.00142153
2885,1.443,-0.00142061
2886,1.4435,-0.00142244
2887,1.444,-0.00142214
2888,1.4445,-0.00142183
2889,1.445,-0.00142061
2890,1.4455,-0.00142092
2891,1.446,-0.0014203
2892,1.4465,-0.00142214
2893,1.447,-0.00142122
2894,1.4475,-0.00141939
2895,1.448,-0.00142
2896,1.4485,-0.00142
2897,1.449,-0.00141908
2898,1.4495,-0.00141786
2899,1.45,-0.00141878
2900,1.4505,-0.00141878
2901,1.451,-0.00141817
2902,1.4515,-0.00141878
2903,1.452,-0.00141908
2904,1.4525,-0.00141756
2905,1.453,-0.00141725
2906,1.4535,-0.00141786
2907,1.454,-0.00141664
2908,1.4545,-0.00141756
2909,1.455,-0.00141573
2910,1.4555,-0.00141756
2911,1.456,-0.00141603
2912,1.4565,-0.00141634
2913,1.457,-0.00141329
2914,1.4575,-0.0014142
2915,1.458,-0.00141542
2916,1.4585,-0.0014142
2917,1.459,-0.00141451
2918,1.4595,-0.0014142
2919,1.46,-0.00141329
2920,1.4605,-0.0014139
2921,1.461,-0.00141298
2922,1.4615,-0.00141298
2923,1.462,-0.0014142
2924,1.4625,-0.0014139
2925,1.463,-0.0014142
2926,1.4635,-0.00141176
2927,1.464,-0.00141176
2928,1.4645,-0.00141084
2929,1.465,-0.00141145
2930,1.4655,-0.00141451
2931,1.466,-0.0014142
2932,1.4665,-0.00141145
2933,1.467,-0.00141176
2934,1.4675,-0.00141176
2935,1.468,-0.00140993
2936,1.4685,-0.00140932
2937,1.469,-0.00141023
2938,1.4695,-0.00140993
2939,1.47,-0.00141023
2940,1.4705,-0.0014084
2941,1.471,-0.00140871
2942,1.4715,-0.00140932
2943,1.472,-0.0014084
2944,1.4725,-0.00140993
2945,1.473,-0.00140779
2946,1.4735,-0.0014084
2947,1.474,-0.00140871
2948,1.4745,-0.00140749
2949,1.475,-0.0014081
2950,1.4755,-0.00140749
2951,1.476,-0.00140505
2952,1.4765,-0.00140627
2953,1.477,-0.00140688
2954,1.4775,-0.00140688
2955,1.478,-0.00140688
2956,1.4785,-0.00140535
2957,1.479,-0.00140535
2958,1.4795,-0.00140688
2959,1.48,-0.00140474
2960,1.4805,-0.00140535
2961,1.481,-0.00140657
2962,1.4815,-0.00140474
2963,1.482,-0.0014026
2964,1.4825,-0.00140291
2965,1.483,-0.00140474
2966,1.4835,-0.00140474
2967,1.484,-0.00140321
2968,1.4845,-0.00140383
2969,1.485,-0.00140321
2970,1.4855,-0.00140321
2971,1.486,-0.00140383
2972,1.4865,-0.00140169
2973,1.487,-0.00140321
2974,1.4875,-0.00140199
2975,1.488,-0.00140199
2976,1.4885,-0.00140077
2977,1.489,-0.00140291
2978,1.4895,-0.00140047
2979,1.49,-0.00140016
2980,1.4905,-0.00139986
2981,1.491,-0.00140016
2982,1.4915,-0.00140077
2983,1.492,-0.00140016
2984,1.4925,-0.00139955
2985,1.493,-0.00140077
2986,1.4935,-0.00139955
2987,1.494,-0.00139955
2988,1.4945,-0.00139986
2989,1.495,-0.00139955
2990,1.4955,-0.00139681
2991,1.496,-0.00140047
2992,1.4965,-0.00139711
2993,1.497,-0.00139864
2994,1.4975,-0.00139772
2995,1.498,-0.00139711
2996,1.4985,-0.0013965
2997,1.499,-0.00139803
2998,1.4995,-0.00139681
2999,1.5,-0.00139711
3000,1.5005,-0.00139711
3001,1.501,-0.00139833
3002,1.5015,-0.0013965
3003,1.502,-0.00139467
3004,1.5025,-0.00139436
3005,1.503,-0.00139497
3006,1.5035,-0.00139345
3007,1.504,-0.00139467
3008,1.5045,-0.00139284
3009,1.505,-0.00139436
3010,1.5055,-0.00139528
3011,1.506,-0.00139467
3012,1.5065,-0.00139589
3013,1.507,-0.00139314
3014,1.5075,-0.00139345
3015,1.508,-0.00139223
3016,1.5085,-0.00139375
3017,1.509,-0.00139497
3018,1.5095,-0.00139284
3019,1.51,-0.00139467
3020,1.5105,-0.00139314
3021,1.511,-0.00139131
3022,1.5115,-0.00139223
3023,1.512,-0.00139192
3024,1.5125,-0.00139192
3025,1.513,-0.00139223
3026,1.5135,-0.00138979
3027,1.514,-0.00138948
3028,1.5145,-0.00139223
3029,1.515,-0.00138979
3030,1.5155,-0.00138918
3031,1.516,-0.00138735
3032,1.5165,-0.00138979
3033,1.517,-0.00138979
3034,1.5175,-0.00138979
3035,1.518,-0.00138979
3036,1.5185,-0.00138826
3037,1.519,-0.00138948
3038,1.5195,-0.00138765
3039,1.52,-0.00138796
3040,1.5205,-0.00138704
3041,1.521,-0.00138826
3042,1.5215,-0.00138673
3043,1.522,-0.00138826
3044,1.5225,-0.00138735
3045,1.523,-0.00138673
3046,1.5235,-0.00138735
3047,1.524,-0.00138521
3048,1.5245,-0.00138704
3049,1.525,-0.00138521
3050,1.5255,-0.00138582
3051,1.526,-0.00138521
3052,1.5265,-0.00138429
3053,1.527,-0.00138521
3054,1.5275,-0.00138612
3055,1.528,-0.0013849
3056,1.5285,-0.00138429
3057,1.529,-0.00138399
3058,1.5295,-0.00138368
3059,1.53,-0.00138246
3060,1.5305,-0.00138338
3061,1.531,-0.00138277
3062,1.5315,-0.00138246
3063,1.532,-0.00138429
3064,1.5325,-0.00138124
3065,1.533,-0.00138338
3066,1.5335,-0.0013788
3067,1.534,-0.00138185
3068,1.5345,-0.00138033
3069,1.535,-0.00138002
3070,1.5355,-0.00138216
3071,1.536,-0.00138246
3072,1.5365,-0.00138124
3073,1.537,-0.00138094
3074,1.5375,-0.00138033
3075,1.538,-0.00138094
3076,1.5385,-0.00138063
3077,1.539,-0.00137972
3078,1.5395,-0.00138002
3079,1.54,-0.0013788
3080,1.5405,-0.00138002
3081,1.541,-0.00138002
3082,1.5415,-0.00138033
3083,1.542,-0.0013785
3084,1.5425,-0.00137758
3085,1.543,-0.0013785
3086,1.5435,-0.0013788
3087,1.544,-0.00137758
3088,1.5445,-0.00137697
3089,1.545,-0.00137972
3090,1.5455,-0.0013785
3091,1.546,-0.00137636
3092,1.5465,-0.00137697
3093,1.547,-0.00137514
3094,1.5475,-0.00137758
3095,1.548,-0.00137727
3096,1.5485,-0.00137605
3097,1.549,-0.00137514
3098,1.5495,-0.00137605
3099,1.55,-0.00137636
3100,1.5505,-0.00137636
3101,1.551,-0.00137758
3102,1.5515,-0.00137483
3103,1.552,-0.00137544
3104,1.5525,-0.0013727
3105,1.553,-0.00137453
3106,1.5535,-0.00137483
3107,1.554,-0.00137422
3108,1.5545,-0.0013727
3109,1.555,-0.00137514
3110,1.5555,-0.0013727
3111,1.556,-0.00137209
3112,1.5565,-0.00137331
3113,1.557,-0.0013727
3114,1.5575,-0.00137178
3115,1.558,-0.00137209
3116,1.5585,-0.00137239
3117,1.559,-0.00137239
3118,1.5595,-0.00137117
3119,1.56,-0.00137117
3120,1.5605,-0.00137148
3121,1.561,-0.00137178
3122,1.5615,-0.00136842
3123,1.562,-0.00137026
3124,1.5625,-0.00136995
3125,1.563,-0.00137056
3126,1.5635,-0.00137117
3127,1.564,-0.00137087
3128,1.5645,-0.00136873
3129,1.565,-0.00136873
3130,1.5655,-0.00136964
3131,1.566,-0.00136873
3132,1.5665,-0.00136934
3133,1.567,-0.00136842
3134,1.5675,-0.00136964
3135,1.568,-0.0013672
3136,1.5685,-0.00136751
3137,1.569,-0.00136781
3138,1.5695,-0.00136781
3139,1.57,-0.00136873
3140,1.5705,-0.00136751
3141,1.571,-0.00136537
3142,1.5715,-0.00136659
3143,1.572,-0.00136781
3144,1.5725,-0.00136629
3145,1.573,-0.00136598
3146,1.5735,-0.00136537
3147,1.574,-0.00136476
3148,1.5745,-0.00136568
3149,1.575,-0.00136507
3150,1.5755,-0.00136537
3151,1.576,-0.00136507
3152,1.5765,-0.00136537
3153,1.577,-0.00136568
3154,1.5775,-0.00136537
3155,1.578,-0.00136385
3156,1.5785,-0.00136385
3157,1.579,-0.00136324
3158,1.5795,-0.00136324
3159,1.58,-0.00136354
3160,1.5805,-0.00136293
3161,1.581,-0.0013614
3162,1.5815,-0.00136507
3163,1.582,-0.00136293
3164,1.5825,-0.00136263
3165,1.583,-0.0013614
3166,1.5835,-0.00136232
3167,1.584,-0.0013614
3168,1.5845,-0.00136171
3169,1.585,-0.00136232
3170,1.5855,-0.00136232
3171,1.586,-0.00136049
3172,1.5865,-0.0013611
3173,1.587,-0.00135927
3174,1.5875,-0.00136263
3175,1.588,-0.00136171
3176,1.5885,-0.00136171
3177,1.589,-0.00135866
3178,1.5895,-0.00135927
3179,1.59,-0.00135896
3180,1.5905,-0.00135866
3181,1.591,-0.00135713
3182,1.5915,-0.00135774
3183,1.592,-0.00136079
3184,1.5925,-0.00135744
3185,1.593,-0.00135652
3186,1.5935,-0.00135866
3187,1.594,-0.00135561
3188,1.5945,-0.00135683
3189,1.595,-0.00135683
3190,1.5955,-0.00135805
3191,1.596,-0.00135744
3192,1.5965,-0.00135805
3193,1.597,-0.00135713
3194,1.5975,-0.00135469
3195,1.598,-0.00135744
3196,1.5985,-0.00135561
3197,1.599,-0.00135408
3198,1.5995,-0.00135408
3199,1.6,-0.00135591
3200,1.6005,-0.00135561
3201,1.601,-0.001355
3202,1.6015,-0.00135408
3203,1.602,-0.00135317
3204,1.6025,-0.00135408
3205,1.603,-0.00135347
3206,1.6035,-0.00135378
3207,1.604,-0.00135408
3208,1.6045,-0.00135439
3209,1.605,-0.00135164
3210,1.6055,-0.00135164
3211,1.606,-0.00135439
3212,1.6065,-0.00135225
3213,1.607,-0.00135317
3214,1.6075,-0.00135255
3215,1.608,-0.00135164
3216,1.6085,-0.00135286
3217,1.609,-0.00135164
3218,1.6095,-0.00135255
3219,1.61,-0.00135072
3220,1.6105,-0.00135225
3221,1.611,-0.0013495
3222,1.6115,-0.00135042
3223,1.612,-0.00134981
3224,1.6125,-0.00135072
3225,1.613,-0.0013495
3226,1.6135,-0.0013495
3227,1.614,-0.0013495
3228,1.6145,-0.00134981
3229,1.615,-0.00135072
3230,1.6155,-0.00135103
3231,1.616,-0.0013495
3232,1.6165,-0.0013492
3233,1.617,-0.00134798
3234,1.6175,-0.00134706
3235,1.618,-0.00134828
3236,1.6185,-0.00134859
3237,1.619,-0.00134798
3238,1.6195,-0.00134676
3239,1.62,-0.00134798
3240,1.6205,-0.00134828
3241,1.621,-0.00134615
3242,1.6215,-0.00134431
3243,1.622,-0.00134798
3244,1.6225,-0.00134645
3245,1.623,-0.00134523
3246,1.6235,-0.00134615
3247,1.624,-0.00134523
3248,1.6245,-0.00134462
3249,1.625,-0.00134828
3250,1.6255,-0.00134493
3251,1.626,-0.00134584
3252,1.6265,-0.00134401
3253,1.627,-0.00134554
3254,1.6275,-0.00134431
3255,1.628,-0.00134431
3256,1.6285,-0.00134462
3257,1.629,-0.00134554
3258,1.6295,-0.00134431
3259,1.63,-0.00134279
3260,1.6305,-0.0013434
3261,1.631,-0.0013434
3262,1.6315,-0.00134218
3263,1.632,-0.00134157
3264,1.6325,-0.00134187
3265,1.633,-0.0013434
3266,1.6335,-0.00134187
3267,1.634,-0.0013434
3268,1.6345,-0.00134218
3269,1.635,-0.00134126
3270,1.6355,-0.00134187
3271,1.636,-0.00134096
3272,1.6365,-0.00134126
3273,1.637,-0.00134157
3274,1.6375,-0.00134187
3275,1.638,-0.00134035
3276,1.6385,-0.00134065
3277,1.639,-0.00133974
3278,1.6395,-0.00133943
3279,1.64,-0.00134096
3280,1.6405,-0.00133943
3281,1.641,-0.00133974
3282,1.6415,-0.00133852
3283,1.642,-0.00133852
3284,1.6425,-0.00133791
3285,1.643,-0.0013373
3286,1.6435,-0.00133943
3287,1.644,-0.00133791
3288,1.6445,-0.00133852
3289,1.645,-0.00133638
3290,1.6455,-0.00133638
3291,1.646,-0.0013373
3292,1.6465,-0.00133669
3293,1.647,-0.00133791
3294,1.6475,-0.00133699
3295,1.648,-0.00133607
3296,1.6485,-0.00133669
3297,1.649,-0.00133699
3298,1.6495,-0.0013373
3299,1.65,-0.00133546
3300,1.6505,-0.00133455
3301,1.651,-0.00133607
3302,1.6515,-0.00133485
3303,1.652,-0.00133607
3304,1.6525,-0.00133424
3305,1.653,-0.00133607
3306,1.6535,-0.00133516
3307,1.654,-0.00133272
3308,1.6545,-0.00133333
3309,1.655,-0.00133211
3310,1.6555,-0.00133302
3311,1.656,-0.00133577
3312,1.6565,-0.00133363
3313,1.657,-0.00133363
3314,1.6575,-0.00133272
3315,1.658,-0.00133272
3316,1.6585,-0.00133241
3317,1.659,-0.00133119
3318,1.6595,-0.0013318
3319,1.66,-0.00133333
3320,1.6605,-0.00133089
3321,1.661,-0.00133211
3322,1.6615,-0.00133119
3323,1.662,-0.00133272
3324,1.6625,-0.00133302
3325,1.663,-0.00133028
3326,1.6635,-0.00133119
3327,1.664,-0.00133119
3328,1.6645,-0.00133119
3329,1.665,-0.00133058
3330,1.6655,-0.00133211
3331,1.666,-0.00132936
3332,1.6665,-0.00133058
3333,1.667,-0.00132814
3334,1.6675,-0.00132906
3335,1.668,-0.00133058
3336,1.6685,-0.00132661
3337,1.669,-0.00132936
3338,1.6695,-0.00132814
3339,1.67,-0.00132753
3340,1.6705,-0.00132814
3341,1.671,-0.00132784
3342,1.6715,-0.00132814
3343,1.672,-0.00132692
3344,1.6725,-0.00132845
3345,1.673,-0.00132814
3346,1.6735,-0.00132753
3347,1.674,-0.00132814
3348,1.6745,-0.00132875
3349,1.675,-0.00132692
3350,1.6755,-0.00132631
3351,1.676,-0.00132448
3352,1.6765,-0.00132661
3353,1.677,-0.00132631
3354,1.6775,-0.00132448
3355,1.678,-0.001326
3356,1.6785,-0.001326
3357,1.679,-0.0013257
3358,1.6795,-0.00132448
3359,1.68,-0.0013257
3360,1.6805,-0.00132356
3361,1.681,-0.00132448
3362,1.6815,-0.00132478
3363,1.682,-0.00132326
3364,1.6825,-0.001326
3365,1.683,-0.00132356
3366,1.6835,-0.00132326
3367,1.684,-0.00132387
3368,1.6845,-0.00132356
3369,1.685,-0.0013257
3370,1.6855,-0.00132234
3371,1.686,-0.00132356
3372,1.6865,-0.00132326
3373,1.687,-0.00132265
3374,1.6875,-0.00132326
3375,1.688,-0.00132265
3376,1.6885,-0.00132265
3377,1.689,-0.00131898
3378,1.6895,-0.00132265
3379,1.69,-0.00132021
3380,1.6905,-0.00132295
3381,1.691,-0.00132143
3382,1.6915,-0.0013199
3383,1.692,-0.00131929
3384,1.6925,-0.0013199
3385,1.693,-0.00132082
3386,1.6935,-0.00132021
3387,1.694,-0.0013196
3388,1.6945,-0.00131929
3389,1.695,-0.0013199
3390,1.6955,-0.00132082
3391,1.696,-0.0013199
3392,1.6965,-0.00131898
3393,1.697,-0.0013196
3394,1.6975,-0.00131776
3395,1.698,-0.00131776
3396,1.6985,-0.00131837
3397,1.699,-0.00131807
3398,1.6995,-0.00131837
3399,1.7,-0.00131776
3400,1.7005,-0.00131837
3401,1.701,-0.00131898
3402,1.7015,-0.00131685
3403,1.702,-0.00131715
3404,1.7025,-0.00131776
3405,1.703,-0.00131502
3406,1.7035,-0.00131685
3407,1.704,-0.00131654
3408,1.7045,-0.00131441
3409,1.705,-0.00131624
3410,1.7055,-0.00131593
3411,1.706,-0.00131654
3412,1.7065,-0.00131471
3413,1.707,-0.00131502
3414,1.7075,-0.00131624
3415,1.708,-0.00131288
3416,1.7085,-0.00131532
3417,1.709,-0.00131563
3418,1.7095,-0.0013141
3419,1.71,-0.0013138
3420,1.7105,-0.00131532
3421,1.711,-0.00131319
3422,1.7115,-0.00131532
3423,1.712,-0.00131258
3424,1.7125,-0.00131258
3425,1.713,-0.00131258
3426,1.7135,-0.00131288
3427,1.714,-0.00131227
3428,1.7145,-0.00131258
3429,1.715,-0.00131166
3430,1.7155,-0.00131258
3431,1.716,-0.00131258
3432,1.7165,-0.00131105
3433,1.717,-0.00131013
3434,1.7175,-0.00131166
3435,1.718,-0.00131258
3436,1.7185,-0.00131136
3437,1.719,-0.00131105
3438,1.7195,-0.00131227
3439,1.72,-0.00131044
3440,1.7205,-0.00131074
3441,1.721,-0.00130983
3442,1.7215,-0.00130861
3443,1.722,-0.00131013
3444,1.7225,-0.00130769
3445,1.723,-0.00130922
3446,1.7235,-0.00131013
3447,1.724,-0.001308
3448,1.7245,-0.00130769
3449,1.725,-0.001308
3450,1.7255,-0.00130861
3451,1.726,-0.00130891
3452,1.7265,-0.00130769
3453,1.727,-0.00130739
3454,1.7275,-0.00130617
3455,1.728,-0.00130769
3456,1.7285,-0.001308
3457,1.729,-0.00130769
3458,1.7295,-0.00130861
3459,1.73,-0.00130861
3460,1.7305,-0.00130708
3461,1.731,-0.00130586
3462,1.7315,-0.00130678
3463,1.732,-0.00130556
3464,1.7325,-0.00130586
3465,1.733,-0.00130464
3466,1.7335,-0.00130586
3467,1.734,-0.00130617
3468,1.7345,-0.00130556
3469,1.735,-0.00130525
3470,1.7355,-0.00130495
3471,1.736,-0.00130586
3472,1.7365,-0.00130495
3473,1.737,-0.00130403
3474,1.7375,-0.00130525
3475,1.738,-0.00130525
3476,1.7385,-0.00130189
3477,1.739,-0.00130312
3478,1.7395,-0.00130281
3479,1.74,-0.00130403
3480,1.7405,-0.00130434
3481,1.741,-0.00130373
3482,1.7415,-0.00130189
3483,1.742,-0.00130342
3484,1.7425,-0.00130312
3485,1.743,-0.00130128
3486,1.7435,-0.00130189
3487,1.744,-0.00130525
3488,1.7445,-0.0013022
3489,1.745,-0.00130189
3490,1.7455,-0.00130189
3491,1.746,-0.0013022
3492,1.7465,-0.00130128
3493,1.747,-0.00130037
3494,1.7475,-0.00130067
3495,1.748,-0.00129915
3496,1.7485,-0.00130037
3497,1.749,-0.00130067
3498,1.7495,-0.00130098
3499,1.75,-0.00129945
3500,1.7505,-0.00129976
3501,1.751,-0.00130067
3502,1.7515,-0.00129976
3503,1.752,-0.00129854
3504,1.7525,-0.00129884
3505,1.753,-0.00130006
3506,1.7535,-0.00130067
3507,1.754,-0.00129671
3508,1.7545,-0.00130006
3509,1.755,-0.00129884
3510,1.7555,-0.00129793
3511,1.756,-0.00129701
3512,1.7565,-0.00129793
3513,1.757,-0.00129762
3514,1.7575,-0.00129701
3515,1.758,-0.0012961
3516,1.7585,-0.00129518
3517,1.759,-0.00129762
3518,1.7595,-0.00129579
3519,1.76,-0.00129732
3520,1.7605,-0.00129549
3521,1.761,-0.0012961
3522,1.7615,-0.00129579
3523,1.762,-0.00129518
3524,1.7625,-0.0012964
3525,1.763,-0.00129579
3526,1.7635,-0.00129488
3527,1.764,-0.00129549
3528,1.7645,-0.00129457
3529,1.765,-0.00129579
3530,1.7655,-0.00129671
3531,1.766,-0.00129396
3532,1.7665,-0.00129396
3533,1.767,-0.00129396
3534,1.7675,-0.00129213
3535,1.768,-0.00129427
3536,1.7685,-0.00129457
3537,1.769,-0.00129274
3538,1.7695,-0.00129427
3539,1.77,-0.00129274
3540,1.7705,-0.00129213
3541,1.771,-0.0012906
3542,1.7715,-0.00129304
3543,1.772,-0.00129335
3544,1.7725,-0.00129243
3545,1.773,-0.00129121
3546,1.7735,-0.00129365
3547,1.774,-0.00129274
3548,1.7745,-0.00129091
3549,1.775,-0.00129182
3550,1.7755,-0.0012906
3551,1.776,-0.00129091
3552,1.7765,-0.00129152
3553,1.777,-0.00129152
3554,1.7775,-0.0012906
3555,1.778,-0.00128969
3556,1.7785,-0.00128969
3557,1.779,-0.00129152
3558,1.7795,-0.00128938
3559,1.78,-0.00128969
3560,1.7805,-0.0012906
3561,1.781,-0.00128938
3562,1.7815,-0.00128938
3563,1.782,-0.00128938
3564,1.7825,-0.00128908
3565,1.783,-0.00128755
3566,1.7835,-0.00129091
3567,1.784,-0.00128816
3568,1.7845,-0.00128725
3569,1.785,-0.00128847
3570,1.7855,-0.00128725
3571,1.786,-0.00128725
3572,1.7865,-0.00128725
3573,1.787,-0.00128786
3574,1.7875,-0.00128969
3575,1.788,-0.00128816
3576,1.7885,-0.00128572
3577,1.789,-0.00128816
3578,1.7895,-0.00128664
3579,1.79,-0.00128358
3580,1.7905,-0.00128572
3581,1.791,-0.00128603
3582,1.7915,-0.0012848
3583,1.792,-0.00128633
3584,1.7925,-0.00128572
3585,1.793,-0.00128694
3586,1.7935,-0.00128389
3587,1.794,-0.00128572
3588,1.7945,-0.0012845
3589,1.795,-0.00128511
3590,1.7955,-0.00128542
3591,1.796,-0.00128419
3592,1.7965,-0.00128633
3593,1.797,-0.00128328
3594,1.7975,-0.0012848
3595,1.798,-0.00128328
3596,1.7985,-0.00128419
3597,1.799,-0.00128328
3598,1.7995,-0.0012845
3599,1.8,-0.00128267
3600,1.8005,-0.00128297
3601,1.801,-0.00128236
3602,1.8015,-0.00128358
3603,1.802,-0.00128297
3604,1.8025,-0.00128236
3605,1.803,-0.00128175
3606,1.8035,-0.00128267
3607,1.804,-0.00128145
3608,1.8045,-0.00128114
3609,1.805,-0.00128206
3610,1.8055,-0.00128114
3611,1.806,-0.00128206
3612,1.8065,-0.00128114
3613,1.807,-0.00127992
3614,1.8075,-0.00127992
3615,1.808,-0.00127992
3616,1.8085,-0.00128053
3617,1.809,-0.00127992
3618,1.8095,-0.00128053
3619,1.81,-0.0012787
3620,1.8105,-0.00127962
3621,1.811,-0.00127992
3622,1.8115,-0.00127962
3623,1.812,-0.00128023
